ABF	abej-'Ef
nazaloju	na'zalOYu
znurjało	znur*jaUO
wobstśělowaneju	hOpsts+IloUaneju
wótrěli	w3tr*jIl*ji
palestinskeje	pal*jEs'tinskejE
kilometerowyma	kilo'meterow3/*+ma
wobchadowopšawniskej	hObxadoUOps`aUJiskej
pócybowanjach	p3ts3/*+boUaJax
Cunki	tsuNki
frajbankow	fraIbaNkoU
pśištupcecem	ps+is`tuptsEtsEm
górjejśěgnucym	gEr*jejs+Ignuts3/*+m
zmanagowa	zmEnEdZoUa
zmužnu	zmuz`nu
aseptiskim	azEptiskim
elektrochemiskeju	El*jEktrOCEmiskeju
mantloma	mantlOma
šypkaty	s`3/*+pkat3/*+
abstrahěrowachu	apstra'hIrowaxu
znadobnimy	znadObJim3/*+
wótarlenjeju	w3tarlejneju
adresěrowanja	adrE'sIrowaJa
majestetiska	maIEs'tetiska
rozšyrjujucych	rOss`3/*+r*jujuts3/*+x
Bukam	bukam
pózaduwanem	p3zaduwanEm
Baliśe	bal*jis+E
Israeli	isra'el*ji
nadwagami	nadwagami
woplěšonej	hOpl*jIs`Onej
pśipšosonych	ps+ips`OsOn3/*+x
dobručkemu	dObruts`k*jEmu
sformulowanym	sfOr'mulowan3/*+m
šěrjenju	s`Ir*jejJu
pózastawaš	p3zastaUas`
indigenej	indi'genej
wutśěsowanjow	huts+IsoUaJow
wótpóžycyjośo	w3tp3z`3/*+ts3/*+jOs+O
znjewuwěsćowałej	zJEwuwIsts+oUaUej
kłonina	kwOJina
wójarju	w3jar*ju
kněžninem	kJIz`JinEm
grajkotaneju	graIkOtaneju
tśacucyma	ts+atsuts3/*+ma
rozdwójchmej	rOzdw3jxmej
tympališćowu	t3/*+mpal*jis+ts+oUu
pódpołnocnoeuropejskima	'p3tpownOtsnOojroˌpejskima
plusom	pl}sOm
wukokulkowanjow	hukOkulkoUaJow
roztśeńtślonych	rOsts+ejnts+lOn3/*+x
zazymnjetych	zaz3/*+mJEt3/*+x
nabasnišćo	nabasJis+ts+O
saskojske	saskOYsk*jE
skrydnjo	skr3/*+dJO
wobtwarjałej	hOptwar*jaUej
półojśeju	p3wOYs+eju
pódtkatymi	p3tkat3/*+mi
nakósnjali	nak3sJal*ji
naměstarjach	namIstar*jax
drěcowoma	dr*jItsoUOma
natwarjonyma	natwar*jOn3/*+ma
zbušenjach	zbus`EJax
trustowym	trustoU3/*+m
skalicnemu	skal*jitsnEmu
hyknjomy	?3/*+kJOm3/*+
siamezisku	zia'mezisku
šapa	s`apa
napjekorichmej	nape*^EkOr*jixmej
campingowanju	kEmpiNgoUaJu
wótbuchowanim	w3dbuxoUaJim
wótnimcyjośo	w3tJimts3/*+jOs+O
gólnikoju	gElJikOYu
Synki	s3/*+Nki
smažašćo	smaz`as+ts+O
wótpóznaśach	w3tp3znas+ax
wótscynjašćo	w3tsts3/*+Jas+ts+O
zadymjona	zad3/*+mjOna
narśami	nars+ami
uzurpěrowanje	uzur'pIrowaJE
Norwegaŕce	nOrwegar*jtsE
Norwegarce	nOrwegar*jtsE
zubjonej	zubjOnej
wuwjeźowaŕkam	huwe*^Ez+owar*jkam
wuwjeźowarkam	huwe*^Ez+owar*jkam
pókłanjanemu	p3kwaJanEmu
kanterowanyma	kantEroUan3/*+ma
seminarowych	zemi'narow3/*+x
zakokluj	zakOkluj
zapyš	zap3/*+s`
chólowatego	xEloUatEgO
kołwrotnych	koUrOtn3/*+x
pśipóškanjami	ps+ip3s`kaJami
dowěrliwy	doUIrl*jiw3/*+
zezdrjalonym	zEzdr*jalOn3/*+m
werbalny	vEr'baln3/*+
nawójakujśo	naU3jakujs+O
lětźasetkowu	l*jIdz+asEtkoUu
plumsajucymi	plumsaIuts3/*+mi
trofeja	tro'feja
Lubošcanarjach	lubOs`tsanar*jax
Kórintow	k3r*jintoU
wótstarcyjoš	w3tstarts3/*+jOs`
prameterach	prametErax
wóttuskajośo	w3tuskaIOs+O
samotaŕce	samOtar*jtsE
samotarce	samOtar*jtsE
zaderkotachu	zadErkOtaxu
wuzejmowanemu	huzejmoUanEmu
trjebichojsku	tr*jEbixOYsku
wobdernujo	hObdErnujO
tipowaŕce	tipoUar*jtsE
tipowarce	tipoUar*jtsE
Handrowkam	?androUkam
bronzowego	brONzoUEgO
wušwablowaštej	hus`wabloUas`tej
Berlinom	bEr'l*jinOm
grjebjenjatem	gr*jEbe*^EJatEm
inwalidizěrowanemu	inval*jidi'zIrowanEmu
rozbytśujucego	rOzb3/*+ts+ujutsEgO
jollami	jOlami
kaźeceje	kaz+EtsejE
artikel	ar'tik*jEl
zapśěganych	zaps+Igan3/*+x
wótpasł	w3tpas
spapat	spapat
eminentnej	emi'nEntnej
sněgpadanjach	sJIkpadaJax
nanjerěšenje	naJEr*jIs`EJE
pjeršonu	pe*^Ers`Onu
wósłabjašćo	w3swabjas+ts+O
fytogenymi	fyto'gen3/*+mi
štempeloju	s`tEmpElOYu
wótparlowanych	w3tparloUan3/*+x
somotowu	sOmEtoUu
pówězowanje	p3wIzoUaJE
zgłupjonych	zgwupjOn3/*+x
respektujucyma	rE'spEktujuts3/*+ma
bluwajucych	bluwaIuts3/*+x
zdecentralizěrowanja	zdetsEntral*ji'zIrowaJa
blokoweje	blOkoUejE
šćiknimej	s+ts+ikJimej
tobjeceju	tObe*^Etseju
zemjetśěsenjam	zeme*^Ets+IsEJam
Amoru	amOru
srjody	sr*jOd3/*+
zbratšowašo	zbrats`oUas`O
rozmjetnuchu	rOzme*^Etnuxu
wótkusowanjeju	w3tkusoUaJeju
sańkach	saINkax
pśigłosowaŕku	ps+igwOsoUar*jku
pśigłosowarku	ps+igwOsoUar*jku
kifowani	k1foUaJi
husocka	?usOtska
woblizowachmej	hObl*jizoUaxmej
gjarśitej	gjars+itej
wobpšawnjenjowu	hOps`aUJejJoUu
emitěrowašćo	emi'tIrowas+ts+O
žwałkotajuca	z`waUkOtaIutsa
nuzlonymi	nuzlOn3/*+mi
łypsajuceju	w3/*+psaIutseju
wurulujucymi	hurulujuts3/*+mi
Zobowu	zOboUu
mumificěrowanym	mumifi'tsIrowan3/*+m
sypańcoju	s3/*+paJtsOYu
zejparju	zejpar*ju
zatśiknjony	zats+ikJOn3/*+
srědny	sr*jIdn3/*+
gnězdowym	gJIzdoU3/*+m
rozgałuzkowaštej	rOzgaUuskoUas`tej
rolle	rOlE
wusmjerśenju	husme*^Ers+EJu
wutichtowanyma	hutixtoUan3/*+ma
šarliji	s`arl*jiji
wótlinjanju	w3tl*jiJaJu
nakórtujośo	nak3rtujOs+O
pśiprasnjoš	ps+iprasJOs`
trajneje	traInejE
wěcejschójźeńkoweje	'wItsejˌsx3jz+ejNkowejE
zatymjeńmy	zat3/*+mejJm3/*+
stigmatizěrowanja	St1gmati'zIrowaJa
Wurbanoma	hurbanOma
Matška	mats`ka
pubertetnych	pHubEr'tHEtn3/*+x
wobejmjeśe	hObejmes+E
kšyjna	ks`3/*+jna
zagrimnuś	zagr*jimnus+
źiśelcami	z+is+Eltsami
póšylawmej	p3s`3/*+laUmej
pśebachtaś	ps+Ebaxtas+
chódośecu	xEdOs+Etsu
wójnarjach	w3jnar*jax
dumlaki	dumlaki
pódlastojarjach	p3dlastOYar*jax
sektam	zEktam
pósukachmej	p3sukaxmej
móšynkami	mEs`3/*+Nkami
wótkrotcył	w3tkrOts3/*+w
najsańskej	naIsaJskej
pópušćatosćami	p3pus+ts+atOsts+ami
znjeměrnjanem	zJEmIrJanEm
měłkokórjenjakami	'mIwkO'k3rejJakami
stringenca	str1N'gEntsa
diktatory	d1'ktHatOr3/*+
zapucujuceju	zaputsujutseju
zdobył	zdOb3/*+w
napłacu	napwatsu
Šyłakom	s`3/*+wakOm
grjebłu	gr*jEbwu
mulkał	mulkaU
pógóršnicach	p3gErs`Jitsax
śěžonu	s+Iz`Onu
gelnjow	g*jElJoU
mjerwiś	me*^Erwis+
pśigózdźikujmej	ps+igEzdz+ikujmej
zachylašo	zax3/*+las`O
Hozki	?Oski
dokubłanu	dOkubwanu
pśeplěli	ps+Epl*jIl*ji
Hynkowow	?3/*+NkoUow
titulowaštej	tHi'tHulowas`tej
zriskěrowachu	zr1'skIrowaxu
cytańkom	ts3/*+taINkOm
napiłej	napiwej
dokóńcone	dOk3JtsOnE
zbělujśo	zbIlujs+O
wobtypcheńkowanem	hOpt3/*+pxejNkoUanEm
barłožašo	barwOz`as`O
anabolneju	ana'bolneju
spiritualizmoju	Spir*jitua'l1smOYu
litfasowyma	l1tfasoU3/*+ma
wobłuce	hObwutsE
nagonadratych	'nagO'nadrat3/*+x
błobošojskich	bwObOs`OYskix
dešćowmy	dEs+ts+oUm3/*+
utopistka	uto'pH1stka
cejaž	tsejas`
wokóšował	hOk3s`oUaU
miniaturowu	minja'tHu:rowu
pjerjowjenje	per*joUeJE
deportěrowanjowu	depOr'tHIrowaJowu
archaizěrowało	arCai'zIrowawO
najebanem	naIEbanEm
ekscerptam	Eks'tsErptam
póśańku	p3s+aINku
wuwózyli	huw3z3/*+l*ji
subkulturelnego	'z}pk}ltu'rElnEgO
sobuwójowaŕkami	sObuw3joUar*jkami
sobuwójowarkami	sObuw3joUar*jkami
wótstśělujucej	w3tsts+Ilujutsej
Zelezanaŕkowu	zEl*jEzanar*jkoUu
Zelezanarkowu	zEl*jEzanar*jkoUu
pśedirigěrowanim	ps+Edir*ji'gIrowaJim
rozesćěrali	rOzEsts+Iral*ji
mokśowemu	mOks+oUEmu
komilitonce	kHOmil*ji'tHontsE
zakłojmej	zakwOYmej
wóryta	w3r3/*+ta
pleksigłažkoma	'plEksi'gwas`kOma
paradujśo	pHa'radujs+O
pótuńšujuce	p3tuJs`ujutsE
Celnowu	tsElnoUu
jěkaju	jIkaIu
groški	grOs`ki
nerwoznosć	nEr'vowznOsts+
nadjězdźiśo	nadjIzdz+is+O
Zebowu	zEboUu
zezemjonyma	zEzemjOn3/*+ma
pśejachlonu	ps+ejaxlOnu
diplomandy	diplo'mand3/*+
gefrajterje	gE'fraItEr*jE
štepdekoma	'StEb'dEkOma
katalyze	kHata'lyzE
poemow	pHo'emow
pózdnickach	pEzdJitskax
wuwuglenju	huhuglejJu
fejetonistami	fejEto'n1stami
tendlenja	tEndlejJa
chekujtej	tSEkujtej
sebjespokojenjowu	sebe*^EspOkOYEJowu
lěcało	l*jItsaUO
pśedzgłoju	ps+EdzgwOYu
pśerumujomej	ps+ErumujOmej
Albinowce	al'bi:nowtsE
dospołnichmy	dOspoUJixm3/*+
wótśoplechu	w3ts+Opl*jExu
Lutherowemu	l}tEroUEmu
bulbotanjami	bulbOtaJami
žołtnucym	z`oUtnuts3/*+m
desolatnje	dezo'la:tJE
spiwje	spiwe*^E
konsistency	kHOnz1'stEnts3/*+
zwukristalizěrowanja	zwukr1stal*ji'zIrowaJa
flinkneje	fl*jiNknejE
zadirigěrujotej	zadir*ji'gIrujOtej
wykanych	w3/*+kan3/*+x
skrotcowat	skrOtsoUat
Nikušami	Jikus`ami
Mandžuraji	man'dZu:raIi
wobkružowane	hOpkruz`oUanE
styrnastu	st3/*+rnastu
wobžałuj	hObz`aUuj
lilojtyma	l*jilOYt3/*+ma
bilingualna	bi:l1Ngwa:lna
filterowanjach	f1ltEroUaJax
pśedlejšowała	ps+Edlejs`oUaUa
rezusowych	rez}soU3/*+x
pśetocyli	ps+EtOts3/*+l*ji
kśimniska	ks+imJiska
basketballow	'ba:skEt'balow
salmonele	zalmo'nEl*jE
Tśakušoju	ts+akus`OYu
wěcejcerowem	'wItsej'tsErowEm
sněśowaty	sJIs+oUat3/*+
flairach	flE:rax
zakyrcanje	zak3/*+rtsaJE
dekametrami	'deka'metrami
śeptej	s+Eptej
bójazniwu	b3jazJiwu
olympionikow	olYmpjo'ni:kow
zagłupiło	zagwupiwO
rekwiemom	rekviEmOm
klawsulami	klaUzulami
wuwónoźenjam	huw3nOz+EJam
kafejowanjoma	kHafejoUaJOma
zasrěbnuchu	zasr*jIbnuxu
wótduštej	w3dus`tej
wótpowězmej	w3tpoUIzmej
sedymnasćim	sEd3/*+mnasts+im
serwietce	zEr'vjEttsE
gogolowkojskimi	gOgOloUkOYskimi
spowěźowu	spoUIz+owu
kuražěrowane	kHura'z`IrowanE
płašćtej	pwas+ts+tej
nawigěrujmy	navi'gIrujm3/*+
roztśeńtślujucyma	rOsts+ejJts+lujuts3/*+ma
pśešćipmy	ps+Es+ts+ipm3/*+
pśedinforměrowat	ps+Ed-1nfOr'mIrowat
wósymhundertnem	w3s3/*+m-?undErtnEm
wótkołkowane	w3tkoUkowanE
žwamlonu	z`wamlOnu
rozpśestrěštej	rOsps+Estr*jIs`tej
echolotom	EColotOm
kabatkami	kabatkami
brjuchaśona	br*juxas+Ona
śelicynymi	s+El*jits3/*+n3/*+mi
zmjeńšenju	zmejJs`EJu
tropowemu	trOpoUEmu
pósměšujoš	p3smIs`ujOs`
seniorskima	ze'njorskima
kólasatem	k3lasatEm
zadrastwjona	zadrastwjOna
mušlowe	m}s`loUE
wótkulaštej	w3tkulas`tej
pśisłušnego	ps+iswus`nEgO
nanjepleceni	naJEpl*jEtsEJi
burowem	buroUEm
wunitowanjach	huJitoUaJax
pśiśišćowanego	ps+is+is+ts+oUanEgO
pśětšykoma	ps+Its`3/*+kOma
narownańskim	naroUnaJskim
tužymej	tuz`3/*+mej
bajašo	baIas`O
banketa	baN'kHEta
škórnjateju	s`k3rJateju
bicali	bitsal*ji
pśižwałkocom	ps+iz`waUkOtsOm
zezrywachmej	zEzr3/*+waxmej
temporarnym	tHEmpo'ra:rn3/*+m
emalěrowanym	ema'jIrowan3/*+m
šwiknjoneje	s`wikJOnejE
łokśowaštej	wOks+oUas`tej
wjelicnosćowu	we*^El*jitsnOsts+owu
płunowe	pwunoUE
wócynichmy	w3ts3/*+Jixm3/*+
Kubašk	kubas`k
etažoweje	e'tHa:z`owejE
lětoskemu	l*jItOsk*jEmu
babježskim	babe*^Es`skim
wulkanfibrje	vul'kHa:n'fi:br*jE
pjeršytej	pe*^Ers`3/*+tej
sekssymbola	sEkszYmbola
dummyjoma	damijOma
wótsemjeniłej	w3tsEme*^EJiwej
pśegrěšyju	ps+Egr*jIs`3/*+ju
wótkusmej	w3tkusmej
žołśełu	z`oUs+Ewu
premiji	premiji
pśegryzajmej	ps+Egr3/*+zaImej
Sprewi	s`prejwi
pśechłošćonem	ps+ExwOs+ts+OnEm
zaštyncanjach	zas`t3/*+ntsaJax
krowinem	kroUinEm
škótujuce	s`k3tujutsE
Nysana	n3/*+sana
šypam	s`3/*+pam
talkmasterom	tHO:kma:stErOm
połdnjowny	poUdJown3/*+
dogórišćo	dOgEr*jis+ts+O
botele	bOtEl*jE
dokisanego	dOkisanEgO
Krokorjach	krOkOr*jax
nalazowanim	nalazoUaJim
kwětatemu	kwItatEmu
kamerady	kHamE'ra:d3/*+
wobmócnit	hObmEtsJit
zežołtnuch	zEz`oUtnux
Carnogórjańcowu	tsarnOgEr*jaJtsoUu
špjeriłej	s`pe*^Er*jiwej
zamjelcujom	zame*^EltsujOm
pietetnego	'pHi:E'tHEtnEgO
antikśesćijańskej	antiks+Ests+ijaJskej
kalamity	kHala'mit3/*+
amnestěrowane	amnE'stIrowanE
pśesortěrowach	ps+EzOr'tHIrowax
nuansujośo	nwaNsujOs+O
pśiswěśili	ps+iswIs+il*ji
wjelebocna	we*^El*jEbOtsna
pódeganjanyma	p3dEgaJan3/*+ma
tundroma	t}ndrOma
cacheami	kHESami
cybkoma	ts3/*+pkOma
wótguslujucym	w3dguslujuts3/*+m
wótmykajtej	w3tm3/*+kaItej
wótkšuśowanyma	w3tks`us+oUan3/*+ma
plandriłej	plandr*jiwej
pśinosarje	ps+inOsar*jE
jeepam	dZi:pam
dolazowachu	dOlazoUaxu
Zybicach	z3/*+bitsax
złosnikarjam	zwOsJikar*jam
Jědram	jIdram
stysknosćiwosć	st3/*+sknOsts+iwOsts+
zmańtšašćo	zmaJts`as+ts+O
kalamitow	kHala'mitow
łužynem	wuz`3/*+nEm
pśežebrjenje	ps+Ez`EbrejJE
Skiboma	skibOma
słomkow	swOmkoU
pśizjawjeństwoma	ps+izjaUejJstwOma
znjewólnjujomej	zJEw3lJujOmej
profylaktiskeju	profy'lakt1skeju
skepsam	skEpsam
póbijajucych	p3bijaIuts3/*+x
glugawa	glugaUa
stłatego	stwatEgO
gódłujucemu	gEdwujutsEmu
roztšurnuli	rOsts`urnul*ji
kólenkujuca	k3l*jENkujutsa
widnišćom	widJis+ts+Om
katakomby	kHata'kHOmb3/*+
Bobijoma	bObijOma
zecyšćow	zEts3/*+s+ts+oU
dojědowanjoma	dOYIdoUaJOma
wutešnijośo	hutEs`JijOs+O
spaźe	spaz+E
wótznětu	w3dzJItu
puzzlujucemu	p}zlujutsEmu
šudraństwoma	s`udraJstwOma
pśisypachmy	ps+is3/*+paxm3/*+
pódmjelajucymi	p3dme*^ElaIuts3/*+mi
miliardy	m1'l*jjard3/*+
wuzbych	huzb3/*+x
dešćmy	dEs+ts+m3/*+
tšuchlachu	ts`uxlaxu
dorewolucionarnem	dOrevolutsjo'na:rnEm
diwergěrujśo	divEr'gIrujs+O
dobyštej	dOb3/*+s`tej
jadušywym	jadus`3/*+w3/*+m
krydowanego	kr3/*+doUanEgO
duplicěrowanju	dupl*ji'tsIrowaJu
słowakskima	swoUakskima
collegami	kHOl1tSami
Armenijaŕkam	ar'menijar*jkam
Armenijarkam	ar'menijar*jkam
Głupskowu	gwupskoUu
faklujucego	faklujutsEgO
lěźańskemu	l*jIz+aJsk*jEmu
Kislikowu	kisl*jikoUu
desorientacijoma	dEs-or*jiEn'tHatsijOma
Mušynami	mus`3/*+nami
wobžołśełej	hObz`oUs+Ewej
pśedchadnikojsku	ps+EtxadJikOYsku
gusaŕnju	gusar*jJu
gusarnju	gusar*jJu
pśiwzech	ps+iwzEx
šnepotanjow	s`nEpOtaJoU
zakśipitych	zaks+ipit3/*+x
póblawkała	p3blaUkawa
limozinje	l*jimo'zi:JE
wótlašujomej	w3tlas`ujOmej
pśepańtśanu	ps+EpaJts+anu
wulěśonym	hul*jIs+On3/*+m
wóttrumfajomy	w3trumfaIOm3/*+
změtawoma	zmItaUOma
botsuaniski	bO'tswa:Jiski
pśebijtej	ps+Ebijtej
rowrywarje	roUr3/*+war*jE
rozteptuj	rOstEptuj
folkspiwarjow	fOlkspiwar*joU
zwótbagrowachmy	zw3dbagroUaxm3/*+
pónisko	p3JiskO
opulencow	opu'lEntsow
zecowanym	zEtsoUan3/*+m
samučkej	samuts`kej
słyšecej	sw3/*+s`Etsej
zacuśniwosću	zatsus+JiwOsts+u
dowutwariło	dOhutwar*jiwO
góźonej	gEz+Onej
wóttśasuj	w3ts+asuj
pśištapowanim	ps+is`tapoUaJim
antikoncepcionelneje	'antikOntsEptsio'nElnejE
wobšyło	hOps`3/*+wO
tombola	tHOmbola
labyrintoweje	laby'r1ntowejE
dualistiskimi	dua'l1stiskimi
wustśělna	husts+Ilna
moldawiski	mOl'da:viski
pupkarjow	pupkar*joU
gójarstwow	g3jar*jstwoU
gójaŕstwow	g3jar*jstwoU
wótbjerštowanjami	w3dbe*^Ers`towaJami
rodopisnym	rOdOpisn3/*+m
styriceratem	st3/*+r*jitsEratEm
nektarinu	nEkta'r*ji:nu
stupidnu	stu'pHi:dnu
množone	mnOz`OnE
wurlatego	hurlatEgO
orgasma	Or'gasma
pjerujucym	pe*^Erujuts3/*+m
pšužachmy	ps`uz`axm3/*+
napóceranjam	nap3tsEraJam
wufundamentěrujośo	huf}ndamEn'tHIrujOs+O
profetiske	pro'fetisk*jE
pówomytyma	p3wOm3/*+t3/*+ma
Bartykowy	bart3/*+koU3/*+
lulkotajucyma	lulkOtaIuts3/*+ma
skodificěrowani	skodifi'tsIrowaJi
pśejšły	ps+ejs`w3/*+
spleenojte	spl*ji:nOYtE
sutanem	sutanEm
wótzwónjonymi	w3dzw3JOn3/*+mi
pósromośili	p3srOmOs+il*ji
finesow	fi'nEsow
trajnych	traIn3/*+x
zapusćišćo	zapusts+is+ts+O
kurdisku	kH}rd1sku
łazakami	wazakami
nazwignuł	nazwignu
mjawceca	mjaUtsEtsa
pśeměnjowani	ps+EmIJoUaJi
karnułej	karnuwej
wugroniwosću	hugrOJiwOsts+u
krjuzowe	kr*juzoUE
sypiskich	s3/*+piskix
zatutowanego	zatutoUanEgO
kócorkoju	k3tsOrkOYu
rozblabjone	rOzblabjOnE
šuplam	s`uplam
dubkam	dupkam
pśesajźowarjowu	ps+EsaIz+oUar*jowu
diakonisyny	diako'n1s3/*+n3/*+
srjejźnokamjentnym	srejz+nOkame*^Entn3/*+m
wulicowańka	hul*jitsoUaINka
póblěźejotej	p3bl*jIz+ejOtej
rozchójźujtej	rOsx3jz+ujtej
zortami	sOrtami
wobseceni	hOpsEtsEJi
žałocuce	z`aUOtsutsE
zajetymi	zaIEt3/*+mi
eurosumach	'OYro'z}max
wótrjacnicach	w3tr*jatsJitsax
wěcejkólejatych	wItsejk3lejat3/*+x
misantropiskemu	mizan'tropisk*jEmu
hašěrowanu	?as`IroUanu
zrekultiwěrowanjami	zrek}lti'vIrowaJami
subtropiska	'z}p'tropiska
swójstwownikow	sw3jstwoUJikow
pótśeńtślił	p3ts+ejJts+l*jiw
bźezwótbytkowemu	bz+Ezw3db3/*+tkoUEmu
Skwórowam	skw3roUam
domrějmej	dOmrejmej
mócylca	mEts3/*+ltsa
krejzoma	krejzOma
žargońskemu	z`argOJsk*jEmu
zezwaźujucego	zEzwaz+ujutsEgO
žwanglili	z`waNgl*jil*ji
bźezwegetaciskima	bz+Ezvege'tHa:tsiskima
bźezkóńconkowej	bz+Esk3JtsONkoUej
transfunděrujucy	transf}n'dIrujuts3/*+
pókašlenje	p3kas`lejJE
Wórsulow	w3rsuloU
ekstazu	Ek'sta:zu
pógněśeni	p3gJIs+EJi
pśisuwani	ps+isuwaJi
akreditěrowanjeju	akredi'tHIrowaneju
paseckami	pasEtskami
imaginarnym	imagi'na:rn3/*+m
šćincaś	s+ts+intsas+
Katolicizmowu	kHatol*ji'ts1zmowu
pśeznětemu	ps+EzJItEmu
wobsłabit	hOpswabit
cynjogra	ts3/*+JOgra
kołowrotnowaś	koUOrOtnowas+
mjenaśo	me*^Enas+O
pótyšarjowali	p3t3/*+s`ar*joUal*ji
natkatymi	natkat3/*+mi
korsetoju	kHOr'zEtOYu
chórnego	xErnEgO
póparijo	p3par*jijO
źiwjakski	z+iwjakski
Mušyny	mus`3/*+n3/*+
wołamej	hOwamej
pśiducnosćowu	ps+idutsnOsts+oUu
wótmłośowanjach	w3tmwOs+oUaJax
kśětnjona	ks+ItJOna
grabałej	grabaUej
pśewuknjaŕkowu	ps+EhukJar*jkoUu
pśewuknjarkowu	ps+EhukJar*jkoUu
Wjelikodobrynjaŕ	we*^El*jikOdObr3/*+Jar*j
sugerujuce	s}'gerujutsE
tykańcowem	t3/*+kaJtsoUEm
pózechylanjow	p3zEx3/*+laJoU
maśiznach	mas+iznax
rozeškrěj	rOzEs`krej
zatšašyjotej	zats`as`3/*+jOtej
letisku	lEt1sku
rewolweroma	re'vOlwErOma
rozdźeliła	rOzdz+El*jiwa
srěbotach	sr*jIbOtax
manchesterska	mEntSEstErska
Babylonoma	ba:bilOnOma
wósłabjuj	w3swabjuj
tšužmej	ts`uz`mej
bestialskemu	bE'stja:lsk*jEmu
gumnišći	gumJis+ts+i
Jupiterach	ju:pitErax
wótcynjadłu	w3ts3/*+Jadwu
škódowachmej	s`k3doUaxmej
multimediasystemow	m}lti'medjasY'stemow
bźezrukawowem	bz+EzrukaUoUEm
glědadłu	gl*jIdadwu
zalěwajucem	zal*jIwaIutsEm
załapmej	zaUapmej
zanotěrowanej	zano'tHIrowanej
awtarkiju	aUtar'kHiju
grynzlonej	gr3/*+nzlOnej
rezedabarwnej	rEzEdabarwnej
wólešniska	w3l*jEs`Jiska
pśikšuśujucymi	ps+iks`us+ujuts3/*+mi
nabajaś	nabaIas+
copkojteju	tsOpkOYteju
gromaduźaržanjoma	'grOmadu'z+arz`aJOma
pśejězdam	ps+ejIzdam
zajśpjarski	zaIs+pjar*jski
zajśpjaŕski	zaIs+pjar*jski
wuzlěkajomej	huzl*jIkaIOmej
inserěrowa	1nzE'rIrowa
sawrijarjowego	zaUr*jijar*joUEgO
wótpijaśo	w3tpijas+O
wótraźiśelom	w3traz+is+ElOm
zajězdźujucem	zaIIzdz+ujutsEm
wšakowkimi	s`akoUkimi
bifokalnu	bifokHa:lnu
wótłojenja	w3twOYeJa
tapsirowanjowu	tHa'psirowaJowu
narosłej	narOswej
tabulatorow	tHabu'la:tOrow
pśedpišmej	ps+Etpis`mej
Indianom	1n'dja:nOm
Pjerkojcow	pe*^ErkOYtsow
naměŕśo	namIr*js+O
pśirodowědy	ps+irOdoUId3/*+
napějoš	napejOs`
dreziny	drE'zi:n3/*+
zbarłožyli	zbarwOz`3/*+l*ji
Jurišku	jur*jis`ku
něžnosćam	JIz`nOsts+am
rozkšoceńtej	rOsks`OtsejJtej
formalnopšawnyma	fOr'malnO'ps`awn3/*+ma
kašlajucej	kas`laIutsej
wuzatłocowachmy	huzatwOtsoUaxm3/*+
radyńcańske	rad3/*+JtsaJsk*jE
tytśko	t3/*+ts+kO
dyrdomdejskeju	d3/*+rdOmdejskeju
kjarmiki	kjarmiki
roztłukachu	rOstwukaxu
wóttkaśi	w3tkas+i
tšubawow	ts`ubaUoU
śerpiš	s+Erpis`
pódiskutěrowanem	p3d1sku'tHIrowanEm
śopłowatem	s+OpwoUatEm
słoźinowa	swOz+inoUa
Rěpy	r*jIp3/*+
gizkanymi	giskan3/*+mi
sonjaŕ	sOJar*j
zawjertałku	zaUe*^Ertawku
Njekšamaŕ	JEks`amar*j
bźeli	bz+El*ji
wirusnosaŕ	'vi:r}s'nOsar*j
pśezpołdneju	ps+EspoUdneju
póškrěchmy	p3s`kr*jIxm3/*+
pótkatej	p3tkatej
blakoco	blakOtsO
rjapnuch	r*japnux
nakusaštej	nakusas`tej
zažněśow	zaz`JIs+oU
Mojzasu	mOYzasu
floksach	flOksax
pśeinterpretěrowa	ps+E1ntErpre'tHIrowa
dešćowjenjeju	dEs+ts+oUe*^Eneju
graduěrowat	gradu'Irowat
kamzykom	kamz3/*+kOm
mósu	mEsu
narěznuli	nar*jIznul*ji
wometalizěrowało	hOmetal*ji'zIrowawO
wuswědrjonem	huswIdr*jOnEm
wužłobjało	huz`wObjaUO
awditiwnu	aUdi'tHi:vnu
pśedsuwaštej	ps+Etsuwas`tej
kiwijow	kHi:vijow
tśakotanjeju	ts+akOtaneju
andorrański	andO'ra:Jski
wěcejzwězkowemu	wItsejzwIskoUEmu
wobraśate	hObras+atE
štangwicy	s`taNgwits3/*+
wopise	hOpisE
štyrowanjoma	s`t3/*+roUaJOma
rozchadała	rOsxadaUa
pókidanjow	p3kidaJoU
tarnkapje	'tHarn'kHape*^E
trajźinego	traIz+inEgO
naslědkchyśił	nasl*jItkx3/*+s+iw
pajlowaštej	paIloUas`tej
wobnuchujśo	hObnuxujs+O
wobwachujtej	hObwaxujtej
karawela	kHara'vEla
wobpšosćoneju	hOps`Osts+Oneju
zakyrkotašćo	zak3/*+rkOtas+ts+O
pśikazujośo	ps+ikazujOs+O
wušćěrane	hus+ts+IranE
głažce	gwas`tsE
georgiska	ge'Orgiska
štaplujucemu	s`taplujutsEmu
disociacijowu	d1so'tsjatsijowu
rozwjeźenjoma	rOzwez+EJOma
knigływjednej	kJigw3/*+we*^Ednej
górkosćiwosćami	gErkOsts+iwOsts+ami
gryzata	gr3/*+zata
wótpluwujucymi	w3tpluwujuts3/*+mi
ceslecu	tsEsl*jEtsu
snuchlaŕku	snuxlar*jku
